code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,disability,total_dataplus_clicks,total_dualpane_clicks,total_external_quiz_clicks,total_folder_clicks,total_forum_clicks,total_glossary_clicks,total_homepage_clicks,total_hrml_clicks,total_collaborate_clicks,total_content_clicks,total_elluminate_clicks,total_wiki_clicks,total_page_clicks,total_questionnaire_clicks,total_quiz_clicks,total_repeated_clicks,total_resource_clicks,total_shared_clicks,total_subpage_clicks,total_url_clicks,total_activities,total_clicks,label
FFF,2013-Feb,529871,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,N,0,380,30,2,3,1,0,514,0,602,1,0,2277,0,13,3,8,900,2,65,170,4801,Pass
FFF,2013-Feb,529991,M,South Region,Lower Than A Level,80-90%,35-55,N,1,328,32,1,3,0,0,84,0,364,0,0,1191,60,117,1,0,1039,1,58,145,3280,Fail
FFF,2013-Feb,530057,M,South Region,Lower Than A Level,30-40%,0-35,N,1,221,37,3,12,0,0,454,0,393,0,0,1531,75,22,3,17,664,1,34,144,3468,Pass
FFF,2013-Feb,530296,M,South Region,A Level or Equivalent,40-50%,0-35,N,0,615,57,20,5,0,0,335,0,528,1,0,1433,82,75,6,20,974,2,47,177,4200,Pass
FFF,2013-Feb,530344,F,Scotland,A Level or Equivalent,10-20%,35-55,N,0,782,87,38,15,0,0,742,0,867,0,1,2005,30,72,16,42,1495,2,112,221,6306,Pass
FFF,2013-Feb,530445,F,London Region,Post Graduate Qualification,20-30%,35-55,N,0,327,28,1,11,0,0,181,2,428,0,0,878,45,63,4,27,861,1,66,174,2923,Distinction
FFF,2013-Feb,530558,M,Ireland,Lower Than A Level,80-90%,0-35,N,1,378,7,16,10,0,0,332,0,466,0,0,1623,17,10,10,0,1078,1,36,172,3985,Pass
FFF,2013-Feb,530567,M,Wales,HE Qualification,20-30%,0-35,N,0,383,53,28,9,0,0,550,1,611,0,0,2001,14,18,11,38,755,1,27,179,4500,Distinction
FFF,2013-Feb,530676,M,East Midlands Region,Lower Than A Level,60-70%,0-35,N,1,53,7,2,2,0,1,59,0,68,0,0,94,0,2,1,0,19,1,6,48,316,Withdrawn
FFF,2013-Feb,530736,M,South Region,HE Qualification,90-100%,0-35,N,0,190,16,2,0,0,0,34,0,180,0,0,643,1,8,4,1,448,1,23,80,1551,Pass
FFF,2013-Feb,530802,M,South Region,Lower Than A Level,40-50%,35-55,N,1,563,69,34,10,0,0,495,0,657,1,0,2973,38,69,11,43,1043,1,68,222,6076,Distinction
FFF,2013-Feb,530852,M,Wales,Lower Than A Level,10-20%,0-35,N,1,103,14,2,0,0,0,371,0,230,0,0,259,0,1,2,0,165,1,14,59,1163,Withdrawn
FFF,2013-Feb,530853,M,East Midlands Region,Lower Than A Level,0-10%,35-55,N,1,42,6,1,1,0,2,77,0,102,0,0,205,16,8,1,3,100,1,9,42,575,Fail
FFF,2013-Feb,530862,M,South Region,A Level or Equivalent,90-100%,35-55,N,0,364,37,9,3,0,0,392,0,517,0,0,2121,32,88,8,17,596,2,32,190,4218,Pass
FFF,2013-Feb,530944,M,South East Region,A Level or Equivalent,60-70%,0-35,N,0,298,25,7,1,0,0,53,0,515,0,0,1813,16,5,3,4,680,2,21,139,3443,Distinction
FFF,2013-Feb,531077,M,East Midlands Region,A Level or Equivalent,10-20%,0-35,N,0,263,34,12,11,0,1,248,0,441,0,0,1169,82,15,9,42,902,2,25,166,3256,Distinction
FFF,2013-Feb,531124,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,N,0,58,7,2,0,0,0,33,0,63,0,0,166,12,0,0,1,504,2,8,71,856,Pass
FFF,2013-Feb,531182,M,London Region,Lower Than A Level,80-90%,0-35,N,1,192,29,2,0,0,0,271,1,366,0,0,727,2,16,2,3,473,1,10,124,2096,Pass
FFF,2013-Feb,531190,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,N,0,220,26,2,1,0,1,119,0,374,0,0,903,36,23,3,13,567,2,21,118,2311,Pass
FFF,2013-Feb,531270,M,North Region,A Level or Equivalent,10-20%,0-35,N,0,442,35,12,13,0,0,914,0,724,0,0,2670,26,59,9,25,1608,2,27,204,6566,Pass
FFF,2013-Feb,531294,M,North Region,A Level or Equivalent,10-20%,0-35,N,0,225,32,10,2,0,0,304,0,350,0,0,1605,19,17,4,8,502,2,39,152,3119,Pass
FFF,2013-Feb,531397,F,South East Region,Lower Than A Level,0-10%,0-35,N,1,44,4,1,1,0,1,18,0,22,0,0,41,0,0,2,0,1,1,4,26,141,Fail
FFF,2013-Feb,531448,M,South Region,A Level or Equivalent,20-30%,0-35,N,0,64,10,2,1,0,0,37,1,111,0,0,506,1,17,2,3,0,2,11,64,768,Fail
FFF,2013-Feb,531629,M,London Region,HE Qualification,60-70%,35-55,N,0,313,44,1,7,0,0,270,1,346,0,0,1203,21,38,5,32,737,1,41,155,3060,Pass
FFF,2013-Feb,531709,M,Ireland,Lower Than A Level,90-100%,0-35,N,1,520,37,4,6,0,0,399,0,511,0,0,1367,76,8,3,3,821,1,29,152,3786,Distinction
FFF,2013-Feb,531791,F,Scotland,A Level or Equivalent,10-20%,0-35,N,0,101,4,1,8,0,0,237,0,238,0,1,967,12,39,1,4,374,2,29,102,2018,Fail
FFF,2013-Feb,531894,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,N,0,251,34,2,2,0,1,162,0,182,0,0,711,49,35,2,10,117,2,16,85,1576,Withdrawn
FFF,2013-Feb,531905,F,South East Region,No Formal quals,60-70%,0-35,N,0,320,34,1,11,0,0,210,0,489,0,0,2080,33,13,2,18,839,1,20,172,4071,Pass
FFF,2013-Feb,532049,M,North Western Region,Lower Than A Level,10-20%,0-35,N,1,201,17,2,0,0,0,137,0,128,1,0,179,0,1,0,0,798,1,10,73,1476,Fail
FFF,2013-Feb,532050,M,Scotland,HE Qualification,40-50%,0-35,N,0,109,9,2,0,0,0,24,0,118,1,1,222,0,0,0,0,410,1,17,68,914,Fail
FFF,2013-Feb,532062,M,East Anglian Region,Lower Than A Level,40-50%,0-35,N,1,126,11,2,5,1,0,64,2,149,1,0,334,6,14,1,2,83,1,17,52,820,Withdrawn
FFF,2013-Feb,532428,M,Ireland,Lower Than A Level,0-10%,0-35,N,1,202,10,2,2,0,0,124,3,239,0,0,421,4,18,1,15,702,1,21,120,1766,Fail
FFF,2013-Feb,532436,F,Yorkshire Region,HE Qualification,20-30%,0-35,N,0,302,53,55,10,0,0,245,1,336,0,0,1894,22,57,17,35,534,1,40,148,3602,Pass
FFF,2013-Feb,532464,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,N,0,51,6,2,0,0,0,15,0,58,0,0,192,1,1,1,0,1,2,12,36,342,Fail
FFF,2013-Feb,532575,M,West Midlands Region,Lower Than A Level,40-50%,0-35,N,1,33,5,2,0,0,0,26,0,18,1,0,39,0,0,0,1,0,1,11,23,138,Withdrawn
FFF,2013-Feb,532578,M,North Western Region,A Level or Equivalent,50-60%,0-35,N,0,116,23,4,3,0,0,67,0,175,1,1,865,6,9,2,3,518,2,14,131,1809,Pass
FFF,2013-Feb,532579,M,North Western Region,A Level or Equivalent,20-30%,0-35,N,0,569,57,27,9,0,0,659,1,339,1,0,2675,9,145,5,37,946,2,42,180,5523,Pass
FFF,2013-Feb,532589,M,East Anglian Region,A Level or Equivalent,10-20%,0-35,N,0,220,16,2,0,1,0,165,0,220,0,0,1065,0,7,3,3,629,2,32,113,2365,Fail
FFF,2013-Feb,532608,M,Yorkshire Region,Lower Than A Level,20-30%,35-55,N,1,584,37,48,24,0,0,865,1,1037,0,0,3509,307,124,10,39,983,1,37,205,7607,Pass
FFF,2013-Feb,532627,M,South Region,Lower Than A Level,60-70%,0-35,N,1,307,25,5,11,0,0,239,0,559,0,0,1315,15,63,12,17,608,1,30,148,3208,Pass
FFF,2013-Feb,532703,M,London Region,Lower Than A Level,20-30%,0-35,N,1,18,4,2,0,0,0,37,2,11,0,0,73,2,2,2,1,0,1,6,22,162,Withdrawn
FFF,2013-Feb,532715,F,Scotland,Lower Than A Level,90-100%,0-35,N,1,208,40,1,2,0,0,208,0,515,0,1,1583,4,23,10,10,728,1,35,165,3370,Pass
FFF,2013-Feb,532968,M,Wales,HE Qualification,20-30%,35-55,N,0,512,58,38,13,0,0,485,1,820,0,0,2740,20,38,22,40,788,1,37,228,5613,Pass
FFF,2013-Feb,533016,M,South Region,A Level or Equivalent,70-80%,0-35,N,0,145,9,2,0,0,0,164,0,207,0,0,386,2,3,0,0,57,2,11,75,988,Withdrawn
FFF,2013-Feb,533044,M,North Region,A Level or Equivalent,10-20%,0-35,N,0,188,20,9,3,0,0,203,0,318,0,0,1009,3,68,4,13,616,2,27,133,2483,Pass
FFF,2013-Feb,533134,M,North Western Region,A Level or Equivalent,50-60%,0-35,N,0,337,38,20,7,0,0,319,0,619,1,1,1330,16,46,9,32,662,2,27,187,3466,Pass
FFF,2013-Feb,533172,M,South West Region,A Level or Equivalent,10-20%,0-35,N,0,338,36,2,0,0,0,117,0,328,0,0,1122,3,1,1,0,793,2,18,136,2761,Pass
FFF,2013-Feb,533198,F,East Anglian Region,Lower Than A Level,60-70%,35-55,Y,1,179,18,0,2,1,0,503,0,312,0,0,292,14,10,1,0,99,0,29,76,1461,Withdrawn
FFF,2013-Feb,533201,M,East Anglian Region,Lower Than A Level,30-40%,0-35,N,1,151,24,2,5,1,0,664,0,461,0,0,933,46,5,2,0,435,1,16,144,2747,Pass
FFF,2013-Feb,533321,M,East Midlands Region,Lower Than A Level,30-40%,0-35,N,1,595,95,56,7,0,1,656,0,1069,0,0,2496,11,63,9,41,804,1,67,216,5972,Distinction
FFF,2013-Feb,533348,M,North Region,Lower Than A Level,30-40%,0-35,N,1,110,8,2,6,0,0,96,0,233,0,0,284,4,0,0,0,178,1,24,74,947,Withdrawn
FFF,2013-Feb,533458,M,North Western Region,A Level or Equivalent,0-10%,0-35,N,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,7,7,Withdrawn
FFF,2013-Feb,533485,M,East Midlands Region,Lower Than A Level,10-20%,0-35,N,1,241,12,2,0,0,1,91,0,118,0,0,958,0,3,3,0,537,1,20,80,1988,Pass
FFF,2013-Feb,533535,M,Ireland,HE Qualification,0-10%,0-35,N,0,642,40,3,2,0,0,101,0,495,0,0,2891,16,15,11,14,872,1,109,156,5212,Pass
FFF,2013-Feb,533614,M,Ireland,A Level or Equivalent,50-60%,0-35,N,0,258,34,3,0,0,0,476,0,470,0,1,1174,5,44,0,0,897,2,29,113,3393,Distinction
FFF,2013-Feb,533709,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,Y,0,27,6,2,0,0,1,19,0,22,0,0,79,0,1,0,0,1,1,10,18,169,Fail
FFF,2013-Feb,533874,M,London Region,A Level or Equivalent,0-10%,0-35,N,0,62,13,2,0,0,1,16,1,56,0,0,278,3,1,1,0,91,2,13,54,540,Withdrawn
FFF,2013-Feb,533929,M,East Midlands Region,A Level or Equivalent,10-20%,0-35,N,0,499,37,27,8,0,1,90,0,561,0,0,2072,6,13,16,29,903,2,37,190,4301,Distinction
FFF,2013-Feb,533944,M,North Western Region,Lower Than A Level,0-10%,0-35,N,1,26,5,2,0,0,1,36,0,9,1,0,16,0,0,0,0,0,1,4,21,102,Withdrawn
FFF,2013-Feb,533997,M,Ireland,Lower Than A Level,30-40%,35-55,N,1,96,13,1,3,0,0,93,0,157,0,0,517,0,17,0,9,318,1,9,88,1235,Withdrawn
FFF,2013-Feb,534014,M,Yorkshire Region,Lower Than A Level,50-60%,0-35,N,1,114,11,2,3,0,0,105,0,170,0,1,502,0,41,0,7,182,1,28,83,1168,Fail
FFF,2013-Feb,534037,M,East Anglian Region,Lower Than A Level,90-100%,35-55,N,1,274,41,8,8,1,0,324,0,515,0,0,1831,15,32,10,21,605,1,32,163,3719,Pass
FFF,2013-Feb,534064,M,Scotland,Lower Than A Level,40-50%,0-35,N,1,393,81,16,6,0,0,520,0,631,1,1,1811,7,49,2,26,870,1,23,172,4439,Pass
FFF,2013-Feb,534234,M,Yorkshire Region,Lower Than A Level,20-30%,35-55,N,1,163,10,1,10,0,0,171,1,207,0,0,717,10,62,2,9,347,1,12,74,1724,Fail
FFF,2013-Feb,534346,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,N,0,93,7,2,0,0,0,119,0,89,0,1,139,1,5,8,1,126,2,11,67,604,Fail
FFF,2013-Feb,534431,F,South Region,HE Qualification,70-80%,0-35,N,0,360,37,36,11,0,0,1017,0,662,0,0,1879,31,27,9,33,761,1,36,196,4900,Pass
FFF,2013-Feb,534602,M,South West Region,A Level or Equivalent,70-80%,0-35,N,0,282,60,16,5,0,0,210,0,361,0,0,2753,32,14,10,38,1054,2,30,169,4867,Distinction
FFF,2013-Feb,534609,M,Scotland,Lower Than A Level,30-40%,0-35,N,1,42,19,2,0,0,0,0,0,34,0,1,50,0,2,1,0,13,1,1,29,167,Fail
FFF,2013-Feb,534750,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,N,0,314,20,3,5,0,1,99,0,397,0,0,1478,23,32,6,12,52,2,21,120,2465,Fail
FFF,2013-Feb,534784,M,North Western Region,Lower Than A Level,30-40%,0-35,N,1,256,25,2,0,0,0,140,0,323,1,0,1026,2,1,8,0,674,1,21,106,2481,Pass
FFF,2013-Feb,534792,F,South West Region,Lower Than A Level,90-100%,35-55,N,1,505,45,23,18,0,0,164,0,507,0,0,2733,27,72,24,26,940,1,87,207,5173,Pass
FFF,2013-Feb,534854,M,London Region,A Level or Equivalent,60-70%,0-35,Y,0,234,9,2,0,0,0,194,1,97,0,0,493,15,1,0,0,866,1,16,92,1929,Fail
FFF,2013-Feb,534856,M,Ireland,A Level or Equivalent,50-60%,0-35,N,0,196,32,2,14,0,0,302,0,262,0,1,779,5,0,4,8,321,2,20,132,1948,Pass
FFF,2013-Feb,534892,M,Ireland,A Level or Equivalent,40-50%,0-35,N,0,475,28,2,6,0,0,360,0,458,1,0,1324,8,52,1,13,691,2,111,147,3532,Fail
FFF,2013-Feb,534913,M,Ireland,A Level or Equivalent,90-100%,0-35,N,0,182,9,2,0,0,0,74,0,177,0,0,323,0,1,6,0,539,2,12,60,1327,Pass
FFF,2013-Feb,534944,F,East Midlands Region,Lower Than A Level,70-80%,0-35,N,1,27,2,1,1,0,1,20,0,19,0,0,43,1,0,3,4,1,1,5,28,130,Withdrawn
FFF,2013-Feb,534952,M,South West Region,A Level or Equivalent,60-70%,0-35,N,0,367,30,32,9,0,0,535,0,524,0,0,1840,31,21,7,10,656,2,32,181,4096,Pass
FFF,2013-Feb,534958,M,West Midlands Region,A Level or Equivalent,80-90%,0-35,N,0,214,36,5,9,0,0,119,0,202,0,0,1643,14,32,6,24,682,2,36,137,3024,Pass
FFF,2013-Feb,534962,F,West Midlands Region,Lower Than A Level,40-50%,35-55,Y,1,201,18,0,4,0,0,136,0,127,1,0,227,11,0,3,1,5,0,27,52,762,Withdrawn
FFF,2013-Feb,534989,M,East Midlands Region,Lower Than A Level,10-20%,0-35,N,1,129,28,3,0,0,1,367,0,140,0,0,437,0,4,0,10,346,1,37,100,1504,Pass
FFF,2013-Feb,535037,M,Scotland,Post Graduate Qualification,60-70%,35-55,N,0,508,55,38,7,0,0,288,0,710,0,1,2106,19,213,19,45,844,1,30,198,4884,Pass
FFF,2013-Feb,535052,M,Ireland,Lower Than A Level,50-60%,0-35,N,1,153,12,2,7,0,0,94,0,140,0,1,361,5,15,2,7,163,1,5,60,969,Withdrawn
FFF,2013-Feb,535228,M,South Region,A Level or Equivalent,10-20%,0-35,N,0,6,0,2,0,0,0,5,0,13,0,0,3,1,0,0,0,0,2,3,17,35,Withdrawn
FFF,2013-Feb,535276,M,Ireland,A Level or Equivalent,0-10%,0-35,N,0,20,0,2,0,0,0,25,0,23,0,0,42,0,0,0,1,0,2,13,15,128,Withdrawn
FFF,2013-Feb,535324,M,South Region,Lower Than A Level,60-70%,0-35,Y,1,19,4,2,0,0,0,33,0,32,0,0,43,1,0,0,0,1,0,5,25,141,Fail
FFF,2013-Feb,535390,M,Wales,Lower Than A Level,30-40%,0-35,N,1,48,5,2,0,0,0,57,0,80,0,0,105,21,1,2,0,101,1,10,42,434,Withdrawn
FFF,2013-Feb,535460,M,London Region,A Level or Equivalent,60-70%,0-35,N,0,130,25,3,1,0,0,281,1,154,0,0,261,11,16,2,1,1,2,26,70,915,Fail
FFF,2013-Feb,535628,M,Ireland,A Level or Equivalent,80-90%,0-35,N,0,227,23,2,1,0,0,462,0,264,0,0,606,40,41,1,5,687,2,26,144,2387,Pass
FFF,2013-Feb,535662,M,East Anglian Region,HE Qualification,40-50%,0-35,N,0,236,34,10,6,1,0,172,0,450,1,0,1385,2,21,8,9,698,1,27,164,3061,Pass
FFF,2013-Feb,535804,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,N,0,348,43,13,14,1,0,194,0,569,0,0,1839,15,28,13,26,614,2,39,189,3758,Pass
FFF,2013-Feb,536038,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,N,0,219,14,2,1,0,1,150,0,217,0,0,532,3,7,1,1,416,2,8,77,1574,Withdrawn
FFF,2013-Feb,536046,M,South East Region,Lower Than A Level,30-40%,0-35,N,1,125,12,2,0,0,0,17,0,100,0,0,237,0,0,1,0,1,1,17,49,514,Fail
FFF,2013-Feb,536103,M,Scotland,HE Qualification,60-70%,0-35,N,0,51,5,2,0,0,0,59,0,44,0,1,112,0,0,0,0,1,1,19,37,295,Withdrawn
FFF,2013-Feb,536125,M,Ireland,A Level or Equivalent,60-70%,0-35,N,0,181,26,15,5,0,0,192,0,329,0,0,1004,2,19,11,21,553,2,28,157,2388,Pass
FFF,2013-Feb,536147,M,Yorkshire Region,Lower Than A Level,70-80%,0-35,N,1,91,2,2,3,0,0,58,0,93,0,0,347,9,32,0,9,140,1,8,61,796,Fail
FFF,2013-Feb,536178,M,South West Region,A Level or Equivalent,30-40%,0-35,N,0,475,48,20,6,0,0,1199,0,853,0,0,1748,4,48,6,7,960,2,100,199,5476,Distinction
FFF,2013-Feb,536214,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,N,0,246,25,13,3,0,1,270,0,415,0,1,741,19,20,5,6,1670,2,37,171,3474,Pass
FFF,2013-Feb,536455,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,N,0,157,16,2,0,1,0,121,0,277,0,1,1388,3,3,1,4,607,2,23,113,2606,Pass
FFF,2013-Feb,536503,M,East Anglian Region,Lower Than A Level,80-90%,0-35,N,1,8,0,2,0,1,0,11,0,13,0,0,26,0,2,0,0,0,1,1,16,66,Withdrawn
FFF,2013-Feb,536556,M,South Region,Lower Than A Level,60-70%,0-35,Y,1,389,36,14,22,0,0,301,0,511,0,0,1961,32,17,10,21,777,0,48,167,4140,Pass
FFF,2013-Feb,536591,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,N,0,221,23,3,2,1,0,91,0,372,0,0,1408,13,18,4,0,667,2,26,136,2851,Fail
FFF,2013-Feb,536593,M,Ireland,HE Qualification,70-80%,35-55,N,0,405,46,2,16,0,0,105,1,511,0,0,1574,41,20,10,17,876,1,113,183,3738,Pass
FFF,2013-Feb,536681,M,North Western Region,No Formal quals,10-20%,0-35,N,0,208,17,2,5,0,0,323,0,266,1,0,891,19,4,1,13,125,1,12,101,1888,Withdrawn
FFF,2013-Feb,536698,M,North Region,A Level or Equivalent,20-30%,0-35,N,0,108,8,2,0,0,0,173,1,198,0,0,167,9,4,0,0,412,2,23,105,1107,Pass
FFF,2013-Feb,536843,M,North Western Region,HE Qualification,0-10%,0-35,N,0,54,2,2,0,0,1,18,0,84,1,0,251,8,0,0,0,1,1,14,62,437,Fail
FFF,2013-Feb,536906,F,South Region,A Level or Equivalent,60-70%,0-35,N,0,108,16,1,1,0,0,176,0,257,0,0,737,14,9,1,6,509,2,14,114,1851,Pass
FFF,2013-Feb,536930,M,London Region,A Level or Equivalent,10-20%,0-35,N,0,264,49,2,0,0,0,288,1,293,0,0,726,16,9,3,0,781,2,16,146,2450,Pass
FFF,2013-Feb,536950,F,London Region,HE Qualification,0-10%,0-35,N,0,143,16,1,3,0,1,165,1,138,0,0,625,13,5,2,5,2315,1,26,111,3460,Pass
FFF,2013-Feb,537028,M,Scotland,Lower Than A Level,10-20%,0-35,N,1,6,0,2,0,0,0,1,0,2,0,1,5,0,0,0,0,0,1,1,12,20,Withdrawn
FFF,2013-Feb,537133,F,South East Region,Lower Than A Level,20-30%,0-35,Y,1,148,17,1,1,0,0,223,1,181,0,0,335,11,7,0,7,5,0,9,77,947,Withdrawn
FFF,2013-Feb,537151,M,London Region,Lower Than A Level,90-100%,35-55,N,1,19,2,1,1,0,0,13,1,28,0,0,30,2,0,2,0,0,1,1,20,102,Withdrawn
FFF,2013-Feb,537335,F,London Region,No Formal quals,20-30%,35-55,N,0,100,10,0,2,0,0,34,2,67,0,0,181,0,19,1,0,5,1,19,26,441,Withdrawn
FFF,2013-Feb,537394,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,N,0,70,8,2,0,0,0,68,0,43,0,0,131,3,3,0,3,136,2,5,52,474,Withdrawn
FFF,2013-Feb,537515,M,East Anglian Region,Lower Than A Level,40-50%,0-35,N,1,160,22,2,3,1,0,241,0,292,1,0,993,7,27,3,14,761,1,22,121,2551,Pass
FFF,2013-Feb,537645,M,North Region,HE Qualification,10-20%,0-35,N,0,327,23,17,4,0,0,155,0,294,0,0,2080,7,6,7,17,591,1,25,118,3554,Pass
FFF,2013-Feb,537656,M,Ireland,HE Qualification,0-10%,35-55,N,0,264,87,9,8,0,0,759,0,730,0,0,2017,9,1,2,1,673,1,22,174,4583,Pass
FFF,2013-Feb,537672,M,London Region,Lower Than A Level,0-10%,0-35,N,1,933,54,3,0,0,1,551,2,1087,0,0,3743,122,39,18,1,3444,1,191,164,10191,Fail
FFF,2013-Feb,537674,M,London Region,Lower Than A Level,10-20%,35-55,Y,1,42,2,1,1,0,0,18,1,61,0,0,145,0,0,2,3,1,0,9,56,287,Fail
FFF,2013-Feb,537683,M,South Region,A Level or Equivalent,70-80%,0-35,N,0,163,11,2,0,0,0,182,0,126,0,0,300,34,2,5,0,4,2,30,79,861,Fail
FFF,2013-Feb,537687,M,North Region,Lower Than A Level,10-20%,0-35,N,1,427,43,25,16,0,0,535,0,353,0,0,1777,34,37,8,40,908,1,65,222,4270,Pass
FFF,2013-Feb,537700,M,Scotland,Post Graduate Qualification,90-100%,35-55,N,0,279,9,1,4,0,0,123,0,187,0,1,725,8,27,2,4,304,1,8,69,1683,Fail
FFF,2013-Feb,537955,M,North Region,HE Qualification,10-20%,0-35,N,0,373,44,4,0,0,0,210,0,216,0,0,1244,3,11,2,3,981,1,33,148,3125,Pass
FFF,2013-Feb,537980,M,Scotland,HE Qualification,10-20%,0-35,N,0,378,49,10,11,0,0,1055,0,2145,0,1,1961,34,46,1,12,729,1,43,186,6476,Pass
FFF,2013-Feb,537995,M,South East Region,Lower Than A Level,90-100%,0-35,N,1,177,18,2,3,0,0,157,0,351,0,0,1055,32,29,2,9,503,1,24,106,2364,Fail
FFF,2013-Feb,538045,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,N,0,161,15,2,2,1,0,188,0,235,0,0,856,1,3,4,0,722,2,19,124,2211,Pass
FFF,2013-Feb,538051,M,South Region,A Level or Equivalent,90-100%,0-35,N,0,46,1,2,0,0,0,1,0,19,0,0,34,1,0,1,0,27,2,4,19,138,Fail
FFF,2013-Feb,538202,M,East Midlands Region,Lower Than A Level,60-70%,0-35,Y,1,173,18,2,2,0,1,67,0,224,0,0,750,13,0,0,0,1085,0,40,107,2376,Pass
FFF,2013-Feb,538916,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,N,0,358,26,2,5,0,1,95,0,641,1,0,2245,3,27,4,16,811,2,25,159,4262,Pass
FFF,2013-Feb,538941,M,South Region,A Level or Equivalent,70-80%,0-35,N,0,223,27,3,4,0,0,135,0,142,0,0,989,10,34,3,11,505,2,40,135,2128,Pass
FFF,2013-Feb,538949,F,South East Region,Lower Than A Level,70-80%,0-35,N,1,362,21,25,2,0,0,701,0,671,0,0,1517,16,46,5,12,634,1,30,171,4044,Pass
FFF,2013-Feb,539117,M,North Region,A Level or Equivalent,20-30%,0-35,N,0,182,20,2,0,0,0,123,1,111,0,0,678,19,12,1,0,705,2,24,82,1880,Fail
FFF,2013-Feb,539219,M,London Region,A Level or Equivalent,30-40%,0-35,N,0,39,5,2,1,0,0,38,1,44,0,0,71,0,0,1,1,1,2,4,31,210,Fail
FFF,2013-Feb,539241,M,Scotland,A Level or Equivalent,90-100%,0-35,N,0,176,15,11,0,0,0,82,0,262,0,1,944,0,16,1,9,568,2,28,108,2115,Pass
FFF,2013-Feb,539308,M,South Region,A Level or Equivalent,20-30%,0-35,N,0,278,15,2,0,0,0,102,1,166,0,0,416,16,2,4,0,1294,2,15,118,2313,Fail
FFF,2013-Feb,539332,M,Scotland,HE Qualification,40-50%,35-55,N,0,244,23,1,6,0,0,415,0,626,1,1,1745,8,21,6,6,480,1,38,174,3622,Pass
FFF,2013-Feb,539359,M,Scotland,HE Qualification,80-90%,35-55,N,0,330,54,46,12,0,0,511,0,801,0,1,1814,16,48,13,39,493,1,35,193,4214,Distinction
FFF,2013-Feb,539364,M,North Western Region,A Level or Equivalent,0-10%,0-35,N,0,189,11,2,0,0,1,166,0,153,1,0,646,6,1,4,0,652,2,20,67,1854,Fail
FFF,2013-Feb,539401,M,London Region,A Level or Equivalent,20-30%,35-55,N,0,186,49,1,2,0,0,331,2,222,0,0,645,0,63,0,2,94,2,11,59,1610,Withdrawn
FFF,2013-Feb,539440,M,West Midlands Region,Lower Than A Level,40-50%,0-35,N,1,784,85,31,10,0,0,990,0,1699,1,0,5715,17,39,17,36,2720,1,72,228,12218,Distinction
FFF,2013-Feb,539468,F,Wales,Lower Than A Level,70-80%,35-55,N,1,1,0,0,2,0,0,3,0,5,0,0,7,1,0,6,0,0,1,1,14,28,Fail
FFF,2013-Feb,539497,M,South West Region,A Level or Equivalent,60-70%,0-35,N,0,161,18,2,0,0,0,56,0,175,0,0,828,2,1,1,0,787,2,17,89,2050,Pass
FFF,2013-Feb,539514,F,North Region,Lower Than A Level,10-20%,0-35,N,1,185,25,7,1,0,0,140,0,251,0,0,1233,0,4,2,1,724,1,13,133,2588,Pass
FFF,2013-Feb,539759,M,South Region,Lower Than A Level,30-40%,35-55,N,1,215,53,1,1,0,0,913,0,386,0,0,509,29,8,4,1,503,1,100,150,2725,Pass
FFF,2013-Feb,539774,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,N,0,45,9,2,0,0,0,17,1,2,0,0,45,0,4,0,0,33,2,1,16,161,Withdrawn
FFF,2013-Feb,539886,M,North Western Region,Lower Than A Level,20-30%,0-35,Y,1,47,3,2,0,0,0,38,1,48,1,0,49,0,0,0,0,69,0,3,38,262,Fail
FFF,2013-Feb,539896,M,East Anglian Region,Lower Than A Level,20-30%,0-35,N,1,176,26,2,1,1,0,244,1,455,0,0,1098,1,34,2,3,711,1,16,140,2773,Pass
FFF,2013-Feb,539922,F,Scotland,HE Qualification,70-80%,35-55,N,0,397,85,0,19,0,0,531,0,357,0,1,576,16,94,3,34,195,1,34,122,2343,Withdrawn
FFF,2013-Feb,539953,M,London Region,A Level or Equivalent,70-80%,0-35,N,0,45,0,2,0,0,0,23,1,36,0,0,92,1,0,0,0,0,2,4,34,206,Fail
FFF,2013-Feb,539963,M,East Anglian Region,A Level or Equivalent,70-80%,35-55,N,0,191,23,1,2,1,0,894,0,773,0,0,806,1,159,1,18,473,2,16,124,3361,Pass
